University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Ixux Kibla,5,72,17,50,34,21,61.7647058823529,12,6,0,0,1,3,11,6,5,6,25,7,28, 10.4
Ixbla Naix,13,248,115,121,127,47,37.007874015748,48,10,8,5,9,3,42,7,35,3,94,48,51.063829787234, 4.30769230769231
University of Klanaxon players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Sopratyabla Zaxau,45,1646,1,0,7,0,0,0,0,0,0,2,0,346,98,248,0,6,1,16.6666666666667, 0.8
Ixux Ito,76,2027,533,1068,1011,528,52.2255192878338,0,0,18,12,59,64,612,206,406,180,808,332,41.0891089108911, 0.973684210526316
Sovhjekax Pasovya,67,1530,247,733,742,363,48.921832884097,0,0,10,7,47,24,174,45,129,77,583,273,46.8267581475129, -3.82089552238806
Sovhjekax Hjetohje,43,1624,545,1074,842,537,63.7767220902613,0,0,2,0,46,28,146,44,102,36,937,468,49.9466382070438, 1.62790697674419
Prat Kiixrit,64,2809,320,548,543,273,50.2762430939227,0,0,6,2,96,37,336,73,263,55,1205,628,52.1161825726141, -7.25
Hjeki Kaxbla,99,4347,13,50,49,22,44.8979591836735,0,0,14,6,6,0,1098,254,844,11,52,31,59.6153846153846, -2.56565656565657
Sovnax Kipafar,13,166,14,76,79,38,48.1012658227848,0,0,0,0,14,2,32,7,25,15,83,49,59.0361445783133, -2.30769230769231
Tansov Kroda,35,818,201,331,351,161,45.8689458689459,0,0,20,9,30,9,80,25,55,58,336,147,43.75, -3.05714285714286
Kinox Kuya,4,72,6,40,40,20,50,0,0,0,0,2,2,7,2,5,8,50,22,44, -1
Zaxix Toso,13,177,64,122,91,49,53.8461538461538,39,22,0,0,3,5,18,5,13,5,94,41,43.6170212765958, 2.15384615384615
Ixux Yakrosov,3,42,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0, -10.3333333333333
Tanau Kipafar,17,210,59,173,131,84,64.1221374045801,4,3,2,2,4,0,41,17,24,12,116,66,56.8965517241379, 1.17647058823529
Nuux Naxki,72,2206,485,1340,1071,563,52.5676937441643,345,116,10,7,70,25,293,74,219,90,978,501,51.2269938650307, 1.95833333333333
Kunaix Naix,2,9,0,2,5,1,20,1,0,0,0,1,0,0,0,0,0,5,2,40, -2
Ixux Kurit,16,300,77,156,134,68,50.7462686567164,45,15,0,0,9,3,39,9,30,8,130,64,49.2307692307692, 4
University of Naxda players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Tansov Lizaxium,96,2927,4,12,11,6,54.5454545454545,0,0,0,0,0,3,583,132,451,7,25,14,56, 4.22916666666667
Pratnoxpro Sovix,39,1401,138,652,626,323,51.5974440894569,0,0,12,6,55,27,382,113,269,88,413,164,39.7094430992736, -1.79487179487179
Uxproku Krofar,32,1357,176,317,321,150,46.7289719626168,29,6,18,6,49,8,141,38,103,58,600,310,51.6666666666667, -2.625
Iix Zaxnax,32,1496,218,810,733,368,50.2046384720327,178,40,2,1,50,21,145,28,117,21,789,409,51.8377693282636, -2.46875
Sokolnox Ito,32,1541,550,730,657,363,55.2511415525114,0,0,6,4,35,20,183,49,134,15,598,315,52.6755852842809, -2.125
Tonox Naxix,38,785,0,0,0,0,0,0,0,0,0,0,1,163,29,134,3,13,7,53.8461538461538, 2.5
Kudapa Lizaxium,54,1110,213,456,429,217,50.5827505827506,23,6,16,13,35,18,213,50,163,93,426,202,47.4178403755869, 5.62962962962963
Danaix Sovix,72,2516,338,894,784,405,51.6581632653061,143,35,11,5,76,39,257,51,206,125,1007,538,53.4260178748759, 2.91666666666667
Naxnoxsoya Proki,67,2941,152,1711,1444,722,50,450,117,0,0,78,34,364,100,264,76,1277,671,52.5450274079875, 9.14925373134328
Tansov Sovkol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Blaki Kuya,26,749,0,0,0,0,0,0,0,0,0,2,0,227,72,155,0,0,0,0, 2.57692307692308
Hjeki Kiixrit,4,48,1,41,24,17,70.8333333333333,8,5,0,0,0,3,5,1,4,4,21,13,61.9047619047619, 5
Blaux Auprat,21,335,41,160,162,79,48.7654320987654,0,0,2,2,7,7,34,13,21,23,148,42,28.3783783783784, 3.52380952380952
Blaki Naix,12,203,15,136,114,57,50,26,2,0,0,6,2,31,6,25,10,102,47,46.078431372549, 4
Ikkrosovi Ito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
University of Sozaxon players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Farbla Naix,64,2079,0,0,0,0,0,0,0,0,0,0,0,440,92,348,0,0,0,0, -1.9375
Tanau Prokexov,32,1470,83,496,560,236,42.1428571428571,0,0,52,24,53,18,346,82,264,57,653,358,54.8238897396631, -3.59375
Danax Proki,32,1413,133,828,710,347,48.8732394366197,227,60,4,2,47,19,199,42,157,46,459,237,51.6339869281046, -2.625
Lato Naixi,66,2068,156,1450,1256,607,48.328025477707,416,110,0,0,88,22,254,48,206,50,935,463,49.5187165775401, -2.60606060606061
Danaix Kuproku,120,4558,1005,820,872,400,45.8715596330275,0,0,56,20,197,52,523,114,409,79,1955,996,50.9462915601023, -3.50833333333333
Blaki Faraulik,54,1845,208,10,11,5,45.4545454545455,0,0,0,0,2,1,435,97,338,1,19,15,78.9473684210526, -2.12962962962963
Nukunaix Dazaxka,35,1210,201,694,590,298,50.5084745762712,155,39,2,2,36,9,198,41,157,35,626,344,54.9520766773163, -1.48571428571429
Sokolnox Kaxbla,101,4020,802,2112,2159,1017,47.1051412691061,0,0,154,78,142,47,883,213,670,210,1539,799,51.9168291098116, -3.88118811881188
Lakolku Kuya,57,1184,141,762,636,381,59.9056603773585,0,0,0,0,41,19,134,25,109,43,528,235,44.5075757575758, -2.49122807017544
Naxnoxsoya Naxki,15,236,23,81,72,31,43.0555555555556,26,9,2,2,15,8,37,9,28,5,98,48,48.9795918367347, -0.4
Blaux Naix,25,627,26,0,0,0,0,0,0,0,0,0,0,175,50,125,0,0,0,0, 0.04
Noxrit Sovku,61,1059,268,595,507,292,57.5936883629191,0,0,24,11,24,16,320,94,226,65,446,199,44.6188340807175, 0.754098360655738
Sovlik Bla,22,317,58,175,168,73,43.452380952381,62,7,0,0,15,3,30,8,22,14,154,87,56.4935064935065, 0.772727272727273
Zaxix Ito,27,584,71,387,281,155,55.1601423487544,102,39,0,0,19,10,55,10,45,24,288,145,50.3472222222222, 2.03703703703704
Kaxnaixfar Kiux,40,945,363,472,386,181,46.8911917098446,166,60,5,2,34,9,105,29,76,23,370,208,56.2162162162162, -1.725
University of Blanaxon players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Sovnox Naxix,32,1541,0,0,0,0,0,0,0,0,0,0,0,361,85,276,0,1,0,0, -5.0625
Autanblanaix Krofar,102,3855,304,1735,1781,858,48.1751824817518,0,0,50,19,127,53,944,236,708,213,1798,921,51.2235817575083, -0.803921568627451
Ixbla Ritkropro,64,2536,447,935,1030,445,43.2038834951456,0,0,86,45,73,23,358,91,267,150,1093,524,47.9414455626715, -3.65625
Tansov Kroda,32,1334,57,731,661,313,47.3524962178517,203,48,0,0,67,18,164,37,127,35,628,309,49.203821656051, -6.90625
Noxku Naix,64,2891,992,1059,1085,517,47.6497695852535,0,0,50,25,94,55,381,78,303,90,959,441,45.985401459854, -2.59375
Iix Krofar,3,42,0,0,0,0,0,0,0,0,0,0,0,17,2,15,0,0,0,0, 2.33333333333333
Ikkrosovi Farhje,10,178,13,74,68,37,54.4117647058823,0,0,0,0,13,3,24,3,21,13,100,50,50, -3.9
Uxku Kaxpa,37,727,78,311,306,130,42.483660130719,92,28,7,5,20,13,93,25,68,66,353,152,43.0594900849858, 2.13513513513514
Danaix Yakrosov,8,146,9,73,59,31,52.5423728813559,15,2,0,0,4,1,17,2,15,15,83,36,43.3734939759036, 3
Blalikki Kroda,5,64,17,22,24,11,45.8333333333333,0,0,0,0,4,0,7,3,4,2,21,11,52.3809523809524, -6.6
Sovhjekax Naxki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Lato Faraulik,15,229,25,70,93,33,35.4838709677419,0,0,12,4,4,2,54,8,46,14,85,44,51.7647058823529, -4.26666666666667
Iix Farhje,3,42,6,6,13,3,23.0769230769231,0,0,0,0,1,1,3,0,3,5,20,11,55, -1.66666666666667
Klanu Kolpauxso,43,1514,134,930,786,384,48.8549618320611,237,56,11,10,73,23,203,41,162,82,673,304,45.1708766716196, 0.465116279069767
Noxrit Krofar,6,97,17,55,47,22,46.8085106382979,20,6,0,0,2,0,11,6,5,1,50,22,44, 4.83333333333333
University of Autolik players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Zaxix Kipafar,34,1564,159,2,2,1,50,0,0,0,0,2,1,514,148,366,5,18,8,44.4444444444444, -1.05882352941176
Naxto Kiixrit,70,2245,406,1492,1212,744,61.3861386138614,0,0,12,4,68,44,401,96,305,153,812,355,43.7192118226601, 1.6
Danax Naxix,62,2150,489,941,926,465,50.2159827213823,1,0,22,10,63,22,222,46,176,51,1069,555,51.9176800748363, 1.25806451612903
Naxnoxsoya Ixau,36,1417,89,499,516,227,43.9922480620155,58,18,18,12,56,15,146,34,112,32,613,320,52.2022838499184, -1.55555555555556
Nuux Ito,33,1456,301,351,303,167,55.1155115511551,23,7,6,3,54,20,141,35,106,20,630,321,50.9523809523809, -1.81818181818182
Danaix Kipafar,2,17,0,0,1,0,0,0,0,0,0,0,0,3,1,2,4,5,2,40, -4.5
Uxproku Uxyakro,9,168,10,110,103,55,53.3980582524272,0,0,4,0,8,0,30,7,23,6,71,32,45.0704225352113, 3.88888888888889
Kilik Naxkro,24,519,252,202,208,96,46.1538461538462,0,0,24,10,18,5,59,9,50,19,217,101,46.5437788018433, -1.91666666666667
Sokolnox Yakrosov,42,1549,313,945,779,398,51.0911424903723,221,53,2,1,51,26,214,49,165,86,746,342,45.8445040214477, 8.57142857142857
Hjenax Kolpauxso,4,61,12,27,25,11,44,6,0,0,0,3,1,7,2,5,1,20,10,50, 4.5
Lakolku Ixau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Noxuxnaix Kroda,8,133,9,90,75,45,60,0,0,0,0,6,3,21,6,15,10,67,30,44.7761194029851, 4.625
Blaux Kiux,3,58,2,27,19,10,52.6315789473684,7,4,1,1,2,0,2,0,2,4,23,11,47.8260869565217, 0.333333333333333
Zaxix Idaso,19,282,64,169,141,72,51.063829787234,43,12,0,0,5,3,26,3,23,24,169,87,51.4792899408284, 4.31578947368421
Ixbla Sovkol,38,1624,350,1011,823,427,51.8833535844471,258,78,0,0,46,34,197,61,136,44,604,279,46.1920529801325, 9.31578947368421
University of Uxnua players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Nuux Hjetohje,96,4361,4,61,43,23,53.4883720930233,23,6,1,0,9,2,1115,263,852,4,65,27,41.5384615384615, -18.9479166666667
Noxku Dazaxka,38,1234,513,847,847,420,49.5867768595041,0,0,14,7,52,28,438,87,351,99,450,213,47.3333333333333, -12.8421052631579
Kolpa Naix,50,1977,210,444,532,205,38.5338345864662,0,0,72,34,79,27,233,62,171,63,971,534,54.994850669413, -12.06
Sopratyabla Sovix,33,1466,110,759,824,377,45.752427184466,0,0,14,5,83,11,175,41,134,34,695,343,49.3525179856115, -16.9090909090909
Uxku Naxki,96,3279,260,691,790,327,41.3924050632911,0,0,86,37,232,34,419,101,318,44,1444,750,51.9390581717452, -17.03125
Ikkrosovi Ikro,5,85,1,4,3,2,66.6666666666667,0,0,0,0,0,0,15,5,10,1,3,1,33.3333333333333, 2.4
Zaxkla Kikol,19,280,75,232,209,99,47.3684210526316,63,14,2,2,10,4,44,9,35,7,137,69,50.3649635036496, -2.36842105263158
Kuilikki Sovkol,79,2050,581,507,522,244,46.7432950191571,0,0,50,19,125,19,226,57,169,41,962,559,58.1081081081081, -15.746835443038
Sovnax Naix,35,1573,277,1407,1160,701,60.4310344827586,0,0,8,5,56,18,180,50,130,29,707,357,50.4950495049505, -10.6
Sokolnox Naix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Sopratyabla Sovkol,13,174,0,0,0,0,0,0,0,0,0,0,0,38,9,29,0,2,1,50, -2.30769230769231
Autanblanaix Toxium,12,101,22,58,59,29,49.1525423728814,0,0,0,0,8,1,20,4,16,12,39,19,48.7179487179487, -2.33333333333333
Kaxnaixfar Zaxau,32,586,107,361,286,141,49.3006993006993,121,40,7,4,33,11,56,17,39,39,287,137,47.7351916376307, -2.28125
Farbla Dazaxka,6,77,10,61,53,27,50.9433962264151,15,3,0,0,2,1,16,2,14,10,37,20,54.0540540540541, 0.5
Kudapa Kaxbla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
University of Sovkagrad players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kaxnaixfar Krofar,115,3864,37,18,18,9,50,0,0,0,0,10,2,1127,258,869,5,26,16,61.5384615384615, -2.37391304347826
Zax Toxium,32,153,5,27,27,13,48.1481481481481,0,0,2,1,11,1,32,8,24,1,67,33,49.2537313432836, -0.78125
Kuilikki Toso,71,2210,364,936,983,465,47.3041709053917,0,0,18,6,60,27,250,56,194,118,909,417,45.8745874587459, -2.98591549295775
Kolnu Liksov,96,4174,241,1908,1826,915,50.1095290251917,73,21,68,43,156,50,449,99,350,127,2075,1086,52.3373493975904, -4.61458333333333
Tanau Kaxbla,32,1150,349,524,450,214,47.5555555555556,162,47,5,1,27,16,134,31,103,22,390,182,46.6666666666667, -3.75
Hjeki Ixau,24,520,0,0,0,0,0,0,0,0,0,0,0,115,25,90,1,3,1,33.3333333333333, -3.33333333333333
Nukunaix Kikol,96,3555,452,1665,1605,798,49.7196261682243,82,18,42,25,111,59,704,166,538,131,1847,994,53.8170005414185, -2.83333333333333
Sovlik Kibla,31,575,98,369,316,165,52.2151898734177,50,14,6,6,17,6,83,15,68,28,252,115,45.6349206349206, 0.67741935483871
Zaxkla Dazaxka,5,105,9,38,36,19,52.7777777777778,0,0,0,0,1,2,11,3,8,10,36,16,44.4444444444444, 3.4
Farbla Kaxbla,64,2048,1055,1083,954,434,45.4926624737945,376,97,18,14,62,44,301,72,229,47,717,326,45.4672245467225, -1.734375
Kuilikki Noxkol,24,554,19,0,0,0,0,0,0,0,0,1,1,225,48,177,0,1,1,100, -0.791666666666667
Prat Kaxpa,74,2164,140,1015,1006,497,49.403578528827,0,0,38,21,89,29,402,108,294,81,1031,577,55.9650824442289, -2.33783783783784
Tonox Idaso,4,36,3,12,8,6,75,0,0,0,0,0,1,4,1,3,2,23,15,65.2173913043478, -3
Sokolnox Naix,5,31,9,10,11,5,45.4545454545455,0,0,0,0,0,0,4,0,4,0,13,6,46.1538461538462, -0.6
Nupa Krofar,36,869,337,663,523,272,52.0076481835564,157,47,14,11,33,15,174,38,136,13,361,175,48.4764542936288, 0.861111111111111
University of Radugrad players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kolpa Naxkla,96,4563,2,8,5,3,60,2,0,0,0,2,2,1337,299,1038,0,11,8,72.7272727272727, 1.04166666666667
Naxnoxsoya Kolau,32,651,63,268,216,107,49.537037037037,73,22,2,0,26,6,111,25,86,28,317,174,54.8895899053628, -0.5625
Pratnoxpro Kuproku,46,1436,95,378,386,188,48.7046632124352,0,0,6,2,51,15,138,28,110,64,606,297,49.009900990099, 1.17391304347826
Zaxix Kaxpa,98,3954,294,1821,1692,740,43.7352245862884,636,153,14,8,150,58,447,104,343,68,1880,1002,53.2978723404255, 0.714285714285714
Sovnax Kibla,42,1515,569,842,690,342,49.5652173913044,246,74,6,3,51,15,254,58,196,42,489,247,50.5112474437628, -0.0714285714285714
Hjenax Toxium,4,39,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0, 0.5
Sovhjekax Krofar,63,1096,110,453,509,218,42.8290766208251,0,0,32,17,39,83,250,47,203,100,354,136,38.4180790960452, 2.06349206349206
Blalikki Noxkol,37,952,169,458,438,186,42.4657534246575,149,41,5,5,42,16,132,31,101,20,408,218,53.4313725490196, 0.810810810810811
Kuilikki Farhje,23,293,39,201,159,80,50.314465408805,64,18,0,0,11,3,24,7,17,5,132,56,42.4242424242424, 2.52173913043478
Sovlik Kuya,20,316,72,121,122,59,48.3606557377049,3,3,2,0,11,5,38,5,33,12,101,49,48.5148514851485, -3.3
Blaki Sovix,37,1589,5,0,0,0,0,0,0,0,0,0,0,483,121,362,2,18,6,33.3333333333333, -5.18918918918919
Sovnax Noxtan,25,460,50,193,201,95,47.2636815920398,0,0,8,3,20,3,88,21,67,33,243,133,54.7325102880658, -0.84
Kinox Kolpauxso,14,282,39,108,115,54,46.9565217391304,0,0,2,0,4,2,34,6,28,19,128,62,48.4375, -0.928571428571429
Uxproku Naxkla,20,343,39,172,159,71,44.6540880503145,48,14,2,0,10,1,42,7,35,13,162,73,45.0617283950617, -1.6
Kunaix Kipafar,5,42,3,4,7,2,28.5714285714286,0,0,0,0,3,2,4,0,4,0,6,3,50, 2.6
University of Sagua players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Mónhin Plasámhaq,64,2842,0,2,2,1,50,0,0,0,0,0,2,574,129,445,4,24,12,50, 8.859375
Gwo Zlánáḿ,58,1643,199,991,796,494,62.0603015075377,0,0,6,3,36,35,489,141,348,73,822,424,51.5815085158151, 2.25862068965517
Váqáp Ńařa,96,2445,342,1060,1064,522,49.0601503759398,0,0,32,16,59,32,266,76,190,133,1043,506,48.5139022051774, 2.17708333333333
Vanhik Slivókŕámhomhók,64,1889,308,834,777,396,50.965250965251,37,11,25,15,56,32,233,60,173,123,1012,444,43.8735177865613, 3.71875
Błá Pobazłoḿokló,88,3328,1329,1570,1378,715,51.8867924528302,239,65,8,4,81,53,425,112,313,71,1594,745,46.7377666248432, -0.784090909090909
Mhasłanok Zlinámhmhozlo,42,1719,18,2,1,1,100,0,0,0,0,2,1,538,142,396,1,20,9,45, 4.26190476190476
Bá Sŕa,50,862,160,456,395,227,57.4683544303797,0,0,4,2,26,32,187,61,126,94,370,174,47.027027027027, 6.54
Vŕá Noq,53,1138,318,680,522,286,54.7892720306513,160,47,7,7,29,20,143,37,106,86,458,206,44.9781659388646, 4.81132075471698
Vóbŕá Kámh,11,190,17,115,82,48,58.5365853658537,26,7,0,0,7,1,20,5,15,25,88,22,25, 7.27272727272727
Kĺañogla Noq,31,378,81,230,185,94,50.8108108108108,60,24,0,0,17,7,59,13,46,27,152,67,44.078947368421, 4.35483870967742
Gwo Kaḿomhkwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Sova Słanák,4,31,1,16,20,8,40,0,0,0,0,3,1,8,1,7,7,24,15,62.5, 0.5
Błá Qŕámanh,13,217,10,120,96,51,53.125,22,5,2,2,4,3,29,8,21,11,106,56,52.8301886792453, 7.23076923076923
Mhokba Makŕavamhan,41,453,57,259,223,129,57.847533632287,1,1,0,0,13,8,60,12,48,20,205,98,47.8048780487805, 2.48780487804878
Gwo Zlánáḿ,2,16,4,7,5,3,60,2,0,0,0,0,0,4,0,4,0,4,4,100, 3
University of Shigua players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Mom Nhoñsła,63,725,0,0,0,0,0,0,0,0,0,0,0,205,50,155,0,3,0,0, 0.936507936507937
Kamhḿomh Qjodlonhámh,49,791,54,305,299,121,40.4682274247492,141,31,3,1,42,9,154,29,125,24,322,159,49.3788819875776, 2.40816326530612
Kańaq Głamha,68,1667,200,798,844,390,46.2085308056872,15,4,18,7,56,78,221,56,165,115,512,212,41.40625, 2.13235294117647
Kĺokŕañhá Kámh,36,1437,127,637,507,255,50.2958579881657,182,62,10,5,46,26,138,32,106,45,696,330,47.4137931034483, 6.80555555555556
Sova Slivókŕámhomhók,128,6063,526,2926,2500,1150,46,1037,305,34,19,293,78,738,172,566,77,2810,1444,51.3879003558719, 2.2421875
Vavi Váva,60,1653,133,4,3,2,66.6666666666667,0,0,0,0,2,0,535,126,409,2,5,1,20, 2.61666666666667
Błá Głamha,65,1410,291,730,719,360,50.0695410292072,0,0,20,10,39,24,308,76,232,79,440,174,39.5454545454545, 1.38461538461538
Nho'ja Blamhákpwano,17,188,46,115,86,47,54.6511627906977,20,8,2,2,3,1,14,4,10,20,80,36,45, 5.29411764705882
Qó Sŕóniqńoqi,7,104,12,57,41,22,53.6585365853659,8,3,8,4,2,4,12,5,7,7,41,10,24.390243902439, 12
Mom Vjamhá,3,45,14,24,21,11,52.3809523809524,3,0,0,0,0,0,6,1,5,3,15,4,26.6666666666667, -1.66666666666667
Kańaq Noq,29,532,0,0,0,0,0,0,0,0,0,0,0,121,31,90,0,3,3,100, 3.82758620689655
Gázłá Ńařa,95,1678,335,1090,897,540,60.2006688963211,0,0,18,10,50,29,382,102,280,115,687,308,44.8326055312955, 3.46315789473684
Sova Nonhkwaqan,13,145,28,81,62,34,54.8387096774194,21,9,0,0,4,6,15,4,11,11,66,25,37.8787878787879, 5.84615384615385
Ha Plókli,4,44,5,20,15,8,53.3333333333333,6,1,0,0,2,1,4,3,1,3,16,7,43.75, 3.5
Vŕá Sŕa,3,62,18,31,33,15,45.4545454545455,9,0,0,0,3,2,3,0,3,3,18,5,27.7777777777778, 5
University of Dongua players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Poqá Płońiblá,65,2828,1,5,4,2,50,1,0,0,0,3,1,653,122,531,2,58,31,53.448275862069, -4.2
Sĺákĺa Qŕámanh,64,2796,875,1380,1354,682,50.3692762186115,0,0,34,16,103,34,537,118,419,120,1222,669,54.746317512275, -6.09375
Ha Nháǵłá,35,1401,84,273,259,107,41.3127413127413,71,18,21,6,59,16,131,25,106,45,668,372,55.688622754491, -6.22857142857143
Pañha Vanho,128,4706,591,2940,2521,1218,48.3141610472035,827,239,38,29,157,54,547,114,433,70,2133,1151,53.9615564932021, -3.7265625
Ni'áqŕópłá Pimh,32,1385,67,721,583,289,49.5711835334477,205,45,8,5,75,11,248,60,188,45,503,256,50.8946322067594, -6.28125
Ḿavwápŕi Pámhóǵwá,9,126,4,0,0,0,0,0,0,0,0,0,0,38,7,31,0,0,0,0, -4.11111111111111
Ǵŕópjó Pŕasa,14,145,14,48,50,22,44,6,2,2,1,5,0,33,10,23,15,58,26,44.8275862068966, 2
Pañha Si,2,20,0,3,4,1,25,4,1,0,0,1,1,3,2,1,2,15,5,33.3333333333333, 1.5
Mhokba Pjagwazwi,1,15,4,4,6,2,33.3333333333333,1,0,0,0,0,0,1,1,0,0,4,2,50, -1
Kĺokŕañhá Pámhóǵwá,38,1639,191,820,704,329,46.7329545454545,245,61,8,7,49,20,214,45,169,30,615,296,48.130081300813, -3.71052631578947
Swanano Kánpovŕagá,7,151,4,0,0,0,0,0,0,0,0,0,0,63,13,50,0,0,0,0, -7.14285714285714
Nopá Pámhóǵwá,59,554,94,277,302,136,45.0331125827815,0,0,8,5,27,10,136,31,105,38,248,109,43.9516129032258, 1
Váqáp Qlámipanońqo,40,1591,163,625,658,295,44.8328267477204,0,0,56,35,54,25,207,49,158,37,824,468,56.7961165048544, -3.2
Vóbŕá Sŕa,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, -4
Pakomha Pŕasa,3,54,11,30,22,13,59.0909090909091,6,1,0,0,2,0,5,2,3,0,22,11,50, -2
University of Barsein players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kuronuma Sadaharu,97,4614,1,3,5,1,20,0,0,2,1,5,3,1433,355,1078,0,11,3,27.2727272727273, -5.1340206185567
Takenaka Sadaharu,32,1392,96,259,276,127,46.0144927536232,0,0,10,5,66,15,284,59,225,33,661,370,55.9757942511346, -7.90625
