University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kaxnaixfar Toso,65,1430,773,793,634,329,51.8927444794953,191,66,4,3,37,13,291,71,220,41,386,155,40.1554404145078, 3.16923076923077
Blalikki Uxyakro,96,3950,186,771,693,380,54.8340548340548,0,0,32,11,55,30,1252,334,918,118,808,405,50.1237623762376, 0.979166666666667
Uxproku Tanpratia,128,3904,810,1633,1441,812,56.3497571131159,0,0,14,9,95,55,774,190,584,161,1596,847,53.0701754385965, -0.390625
Kilik Kaxpa,32,640,38,193,210,95,45.2380952380952,0,0,10,3,19,5,76,20,56,37,223,98,43.9461883408072, -1.125
Ikkrosovi Kolpauxso,72,1959,183,888,754,443,58.7533156498674,0,0,4,2,49,19,221,56,165,54,768,410,53.3854166666667, 1.54166666666667
Kaxnaixfar Toso,65,1430,773,793,634,329,51.8927444794953,191,66,4,3,37,13,291,71,220,41,386,155,40.1554404145078, 3.16923076923077
Blalikki Uxyakro,96,3950,186,771,693,380,54.8340548340548,0,0,32,11,55,30,1252,334,918,118,808,405,50.1237623762376, 0.979166666666667
Farbla Noxkol,64,1474,134,406,391,164,41.9437340153453,128,32,14,10,27,10,266,71,195,58,544,289,53.125, 1.640625
Kilik Ixau,38,766,48,243,226,101,44.6902654867257,85,20,7,4,29,6,73,20,53,29,301,170,56.4784053156146, 0.342105263157895
Ikkrosovi Kolpauxso,72,1959,183,888,754,443,58.7533156498674,0,0,4,2,49,19,221,56,165,54,768,410,53.3854166666667, 1.54166666666667
Kunaix Lizaxium,113,2107,603,1036,878,434,49.4305239179954,316,95,0,0,44,23,276,70,206,34,831,444,53.4296028880866, -0.345132743362832
University of Klanaxon players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Sokolnox Ikro,64,1614,148,639,539,263,48.7940630797774,172,47,2,2,34,11,587,142,445,55,525,283,53.9047619047619, 0.078125
Ixux Ito,64,1241,211,579,506,238,47.0355731225296,162,44,5,5,40,14,299,86,213,53,348,165,47.4137931034483, -0.75
Sopratyabla Ix,107,2761,521,2081,1753,847,48.3171705647461,547,158,55,47,98,31,385,90,295,67,1195,652,54.5606694560669, -0.94392523364486
Sovnox Hjetohje,160,5932,442,2010,2004,970,48.4031936127745,0,0,142,70,218,75,699,151,548,124,2825,1444,51.1150442477876, -0.8125
Ixux Kurit,64,1535,670,257,275,123,44.7272727272727,0,0,16,11,36,14,174,34,140,22,467,234,50.1070663811563, 0.15625
Sokolnox Ikro,64,1614,148,639,539,263,48.7940630797774,172,47,2,2,34,11,587,142,445,55,525,283,53.9047619047619, 0.078125
Ixux Ito,64,1241,211,579,506,238,47.0355731225296,162,44,5,5,40,14,299,86,213,53,348,165,47.4137931034483, -0.75
Nuux Naxki,68,1043,159,491,411,205,49.8783454987835,130,38,6,4,21,6,107,22,85,34,463,243,52.4838012958963, -0.0735294117647059
Lakolku Ixau,57,1049,76,398,381,197,51.7060367454068,0,0,6,4,22,12,102,19,83,14,368,211,57.3369565217391, -1.82456140350877
Ixux Kurit,64,1535,670,257,275,123,44.7272727272727,0,0,16,11,36,14,174,34,140,22,467,234,50.1070663811563, 0.15625
Sopratyabla Kroda,55,872,82,281,266,138,51.8796992481203,0,0,10,5,17,5,213,51,162,25,314,179,57.0063694267516, -1.6
Blanox Noxtan,113,2899,175,1007,1049,488,46.5204957102002,0,0,56,31,86,28,620,160,460,140,1108,534,48.1949458483755, 0.115044247787611
Nuux Naxki,68,1043,159,491,411,205,49.8783454987835,130,38,6,4,21,6,107,22,85,34,463,243,52.4838012958963, -0.0735294117647059
Lakolku Ixau,57,1049,76,398,381,197,51.7060367454068,0,0,6,4,22,12,102,19,83,14,368,211,57.3369565217391, -1.82456140350877
Lato Noxkol,63,1127,240,268,302,129,42.7152317880795,8,3,9,5,26,5,135,33,102,10,348,172,49.4252873563218, -0.984126984126984
University of Naxda players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Zax Kibla,64,1354,62,498,508,245,48.2283464566929,0,0,20,8,40,13,314,68,246,56,485,251,51.7525773195876, 0.265625
Kudapa Lizaxium,42,1053,197,276,286,124,43.3566433566434,23,6,26,19,30,8,331,90,241,59,415,209,50.3614457831325, 0.619047619047619
Sokolnox Uxyakro,78,1354,264,661,658,310,47.112462006079,9,1,52,36,44,15,299,71,228,75,616,282,45.7792207792208, 1.21794871794872
Ixux Kikol,32,538,43,598,442,250,56.5610859728507,139,50,2,2,36,3,73,14,59,12,244,141,57.7868852459016, -0.4375
Zaxkla Kukroda,131,3414,1438,1867,1511,762,50.4301786896095,527,169,9,6,101,36,542,131,411,95,1306,622,47.6263399693721, 2.00763358778626
Zax Kibla,64,1354,62,498,508,245,48.2283464566929,0,0,20,8,40,13,314,68,246,56,485,251,51.7525773195876, 0.265625
Ixux Bla,77,1519,206,577,549,285,51.9125683060109,0,0,8,7,41,14,294,70,224,84,549,268,48.816029143898, 2.63636363636364
Sokolnox Uxyakro,78,1354,264,661,658,310,47.112462006079,9,1,52,36,44,15,299,71,228,75,616,282,45.7792207792208, 1.21794871794872
Blaki Naix,64,1860,128,879,716,370,51.6759776536313,218,64,4,2,60,24,227,59,168,50,879,472,53.6973833902162, 3.078125
Sovhjekax Kiixrit,32,605,94,250,217,99,45.6221198156682,80,18,4,4,11,9,88,22,66,21,176,85,48.2954545454545, 2.9375
Blaki Kuya,57,1344,83,405,375,199,53.0666666666667,0,0,20,7,45,11,346,91,255,61,443,210,47.4040632054176, 3.56140350877193
Ixux Bla,77,1519,206,577,549,285,51.9125683060109,0,0,8,7,41,14,294,70,224,84,549,268,48.816029143898, 2.63636363636364
Blanox Proki,64,1916,288,738,691,298,43.1259044862518,201,52,40,32,32,143,223,49,174,151,591,222,37.5634517766498, 3.4375
Blaki Naix,64,1860,128,879,716,370,51.6759776536313,218,64,4,2,60,24,227,59,168,50,879,472,53.6973833902162, 3.078125
Zax Sovku,51,1018,238,388,349,156,44.6991404011461,137,39,7,5,24,10,123,28,95,23,378,200,52.9100529100529, 1.98039215686275
University of Sozaxon players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Blaki Kuproku,64,1497,199,527,525,263,50.0952380952381,0,0,2,1,32,10,397,97,300,71,431,223,51.7401392111369, -1.21875
Hjenax Idaso,32,649,76,430,480,190,39.5833333333333,0,0,78,50,26,12,146,30,116,43,192,72,37.5, 1.1875
Ixbla Naxki,114,3866,906,2362,2187,1164,53.2235939643347,0,0,56,34,129,33,1026,287,739,165,1431,708,49.475890985325, -0.605263157894737
Lato Naixi,69,1569,80,709,593,292,49.2411467116358,188,48,2,2,42,18,187,39,148,27,711,400,56.2587904360056, -0.985507246376812
Lato Uxyakro,128,4387,360,1890,1666,746,44.7779111644658,672,185,28,13,139,42,535,134,401,57,1868,949,50.8029978586724, -1.1953125
Blaki Kuproku,64,1497,199,527,525,263,50.0952380952381,0,0,2,1,32,10,397,97,300,71,431,223,51.7401392111369, -1.21875
Noxrit Kaxfar,64,1728,157,382,411,181,44.0389294403893,0,0,58,20,34,21,361,79,282,72,559,274,49.0161001788909, -1.953125
Tansov Kaxfar,50,689,126,290,263,116,44.106463878327,90,27,0,0,18,4,94,24,70,30,286,144,50.3496503496504, -0.7
Lato Naixi,69,1569,80,709,593,292,49.2411467116358,188,48,2,2,42,18,187,39,148,27,711,400,56.2587904360056, -0.985507246376812
Kolpa Naixi,22,477,75,144,148,53,35.8108108108108,81,14,11,3,13,2,57,12,45,6,184,100,54.3478260869565, -2.13636363636364
Prat Zaxnax,32,655,112,237,232,106,45.6896551724138,48,13,6,3,20,4,177,42,135,19,214,107,50, 0.53125
Kuilikki Proki,61,1322,74,303,344,146,42.4418604651163,0,0,28,11,43,14,229,46,183,40,481,240,49.8960498960499, -2.0327868852459
Tansov Kaxfar,50,689,126,290,263,116,44.106463878327,90,27,0,0,18,4,94,24,70,30,286,144,50.3496503496504, -0.7
Lakolku Kuya,64,1012,96,450,375,225,60,0,0,0,0,31,11,127,34,93,25,481,261,54.2619542619543, -0.734375
Kaxnaixfar Kiux,49,1210,242,331,257,126,49.0272373540856,113,32,11,3,35,17,145,37,108,29,354,160,45.1977401129944, -0.244897959183673
University of Blanaxon players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Kuilikki Ixau,128,2157,183,646,543,313,57.6427255985267,0,0,28,20,29,15,755,181,574,53,565,272,48.141592920354, 0.90625
Sovnax Kikol,64,1820,264,692,632,346,54.746835443038,0,0,0,0,33,42,361,99,262,118,527,228,43.2637571157495, 2.671875
Iix Noxtan,64,1009,80,390,337,164,48.6646884272997,101,30,0,0,21,7,125,30,95,45,453,241,53.2008830022075, 2.25
Uxku Noxkol,144,1929,409,1779,1460,763,52.2602739726027,388,120,4,3,78,18,294,76,218,80,804,402,50, 1.64583333333333
Kaxnaixfar Ix,102,3320,1129,1407,1193,590,49.455155071249,411,100,2,1,73,30,407,103,304,92,1345,661,49.1449814126394, 3.3921568627451
Kuilikki Ixau,128,2157,183,646,543,313,57.6427255985267,0,0,28,20,29,15,755,181,574,53,565,272,48.141592920354, 0.90625
Sovnax Kikol,64,1820,264,692,632,346,54.746835443038,0,0,0,0,33,42,361,99,262,118,527,228,43.2637571157495, 2.671875
Iix Noxtan,64,1009,80,390,337,164,48.6646884272997,101,30,0,0,21,7,125,30,95,45,453,241,53.2008830022075, 2.25
Hjenax Kuproku,63,1455,114,504,460,252,54.7826086956522,0,0,0,0,38,19,167,39,128,32,630,331,52.5396825396825, 1.20634920634921
Blaki Kibla,22,294,45,114,96,44,45.8333333333333,36,12,2,1,11,2,34,5,29,11,109,51,46.7889908256881, -0.363636363636364
Noxrit Faraulik,64,1467,207,442,441,212,48.0725623582766,0,0,32,18,46,22,351,92,259,88,417,184,44.1247002398081, 2.09375
Ixux Kolpauxso,78,1458,117,600,493,248,50.3042596348884,152,46,2,1,43,15,244,58,186,87,530,251,47.3584905660377, 1.62820512820513
Uxku Kaxpa,64,1698,124,587,471,227,48.1953290870488,155,60,27,23,41,24,198,47,151,79,702,356,50.7122507122507, 1.6875
Hjenax Kuproku,63,1455,114,504,460,252,54.7826086956522,0,0,0,0,38,19,167,39,128,32,630,331,52.5396825396825, 1.20634920634921
Kaxnaixfar Kiixrit,80,2005,500,829,725,345,47.5862068965517,265,81,2,1,35,21,245,65,180,42,859,425,49.476135040745, 3.2
University of Autolik players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Tanau Krofar,66,1777,186,690,583,345,59.1766723842196,0,0,2,0,46,14,660,187,473,95,544,216,39.7058823529412, 0.621212121212121
Autanblanaix Ix,82,1927,187,851,763,423,55.4390563564875,0,0,8,5,61,14,339,104,235,134,649,280,43.1432973805855, -0.121951219512195
Kilik Naxkro,66,1491,628,258,316,118,37.3417721518987,0,0,46,22,30,15,166,47,119,53,625,332,53.12, 1.07575757575758
Sopratyabla Kipafar,75,2008,479,1798,1393,762,54.7020818377602,413,127,0,0,89,29,318,88,230,53,857,443,51.6919486581097, 1.58666666666667
Ixux Kroda,64,1850,333,609,521,250,47.9846449136276,186,51,2,0,39,16,213,59,154,61,588,263,44.7278911564626, 2.359375
Tanau Krofar,66,1777,186,690,583,345,59.1766723842196,0,0,2,0,46,14,660,187,473,95,544,216,39.7058823529412, 0.621212121212121
Autanblanaix Ix,82,1927,187,851,763,423,55.4390563564875,0,0,8,5,61,14,339,104,235,134,649,280,43.1432973805855, -0.121951219512195
Kilik Naxkro,66,1491,628,258,316,118,37.3417721518987,0,0,46,22,30,15,166,47,119,53,625,332,53.12, 1.07575757575758
Sopratyabla Kipafar,75,2008,479,1798,1393,762,54.7020818377602,413,127,0,0,89,29,318,88,230,53,857,443,51.6919486581097, 1.58666666666667
Ixux Kroda,64,1850,333,609,521,250,47.9846449136276,186,51,2,0,39,16,213,59,154,61,588,263,44.7278911564626, 2.359375
Kinox Sovkol,92,1356,115,502,407,251,61.6707616707617,0,0,0,0,25,6,300,81,219,45,361,197,54.5706371191136, 0.304347826086957
Noxuxnaix Noxtan,70,1558,111,655,510,263,51.5686274509804,189,54,7,3,48,10,303,71,232,72,558,290,51.9713261648746, 0.0571428571428571
Ixux Ritkropro,66,1638,187,504,441,202,45.8049886621315,153,47,14,8,25,13,162,45,117,73,738,375,50.8130081300813, 1.13636363636364
Kinox Kaxbla,79,1643,226,730,607,311,51.2355848434926,202,49,1,1,45,14,176,51,125,34,682,361,52.9325513196481, -0.468354430379747
Noxuxnaix Ritkropro,32,597,103,229,192,91,47.3958333333333,83,27,0,0,12,8,74,28,46,9,230,107,46.5217391304348, 1.125
University of Uxnua players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Hjenax Ritkropro,72,2113,211,819,815,405,49.6932515337423,0,0,42,9,54,12,772,183,589,75,617,333,53.9708265802269, -5.19444444444444
Blaux Kuya,128,4339,524,1438,1351,629,46.5581051073279,292,73,48,16,146,40,948,210,738,203,1653,819,49.546279491833, -4.5703125
Nuux Zaxau,72,1617,198,1664,1460,820,56.1643835616438,0,0,34,24,79,18,258,48,210,50,697,367,52.6542324246772, -3.91666666666667
Tanau Noxtan,32,790,365,464,395,232,58.7341772151899,0,0,0,0,16,9,135,34,101,28,354,163,46.045197740113, -0.375
Ixux Kaxfar,67,1611,503,386,371,155,41.7789757412399,149,36,5,5,45,21,188,49,139,27,583,303,51.9725557461407, -4.56716417910448
Hjenax Ritkropro,72,2113,211,819,815,405,49.6932515337423,0,0,42,9,54,12,772,183,589,75,617,333,53.9708265802269, -5.19444444444444
Blaux Kuya,128,4339,524,1438,1351,629,46.5581051073279,292,73,48,16,146,40,948,210,738,203,1653,819,49.546279491833, -4.5703125
Nuux Zaxau,72,1617,198,1664,1460,820,56.1643835616438,0,0,34,24,79,18,258,48,210,50,697,367,52.6542324246772, -3.91666666666667
Farbla Dazaxka,64,1517,83,531,547,265,48.4460694698355,0,0,2,1,51,11,175,41,134,40,716,385,53.7709497206704, -6.0625
Ixux Kaxfar,67,1611,503,386,371,155,41.7789757412399,149,36,5,5,45,21,188,49,139,27,583,303,51.9725557461407, -4.56716417910448
Sopratyabla Sovkol,64,1171,101,383,408,183,44.8529411764706,0,0,28,17,44,9,294,55,239,25,432,264,61.1111111111111, -4.171875
Farbla Noxkol,78,1636,146,426,497,209,42.0523138832998,0,0,18,8,52,16,307,66,241,82,624,322,51.6025641025641, -5.23076923076923
Kuilikki Auprat,148,4839,722,2705,2412,1116,46.2686567164179,832,213,28,17,183,44,653,144,509,158,1862,918,49.3018259935553, -4.31081081081081
Farbla Dazaxka,64,1517,83,531,547,265,48.4460694698355,0,0,2,1,51,11,175,41,134,40,716,385,53.7709497206704, -6.0625
Sovnox Kuya,35,825,175,90,99,43,43.4343434343434,0,0,6,4,18,8,95,26,69,6,314,154,49.0445859872611, -3.22857142857143
University of Sovkagrad players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Nuux Idaso,32,907,58,356,378,173,45.7671957671958,0,0,18,10,21,7,352,72,280,33,296,136,45.945945945946, -5.8125
Kinox Kaxbla,88,2229,863,667,696,322,46.264367816092,0,0,40,23,52,20,555,124,431,87,840,436,51.9047619047619, -3.82954545454545
Tonox Kolpauxso,96,2129,246,1588,1546,785,50.7761966364812,0,0,28,18,84,24,378,76,302,107,794,393,49.4962216624685, -4.67708333333333
Naxto Lizaxium,65,1548,144,478,476,237,49.7899159663866,0,0,10,4,39,21,165,47,118,35,613,343,55.9543230016313, -3.98461538461538
Nupa Krofar,64,1592,299,532,537,209,38.9199255121043,199,43,34,23,25,16,227,51,176,19,527,260,49.3358633776091, -4.984375
Uxnax Naxkla,111,3429,45,637,657,317,48.2496194824962,0,0,4,3,53,16,808,151,657,53,563,306,54.3516873889876, -3.31531531531532
Prat Kaxpa,64,1292,73,417,413,203,49.1525423728814,0,0,22,11,63,9,263,45,218,35,451,268,59.4235033259423, -4.984375
Tonox Kolpauxso,96,2129,246,1588,1546,785,50.7761966364812,0,0,28,18,84,24,378,76,302,107,794,393,49.4962216624685, -4.67708333333333
Naxto Lizaxium,65,1548,144,478,476,237,49.7899159663866,0,0,10,4,39,21,165,47,118,35,613,343,55.9543230016313, -3.98461538461538
Nupa Krofar,64,1592,299,532,537,209,38.9199255121043,199,43,34,23,25,16,227,51,176,19,527,260,49.3358633776091, -4.984375
Noxku Krofar,3,36,7,16,14,8,57.1428571428571,0,0,0,0,1,1,7,2,5,1,13,8,61.5384615384615, 4.66666666666667
Prat Kaxpa,64,1292,73,417,413,203,49.1525423728814,0,0,22,11,63,9,263,45,218,35,451,268,59.4235033259423, -4.984375
Sovlik Kibla,64,1183,178,513,442,199,45.0226244343891,153,55,25,18,29,6,142,16,126,38,487,273,56.0574948665298, -4.921875
Zax Farhje,96,3075,396,1287,1228,583,47.4755700325733,171,44,36,21,98,28,415,98,317,54,1368,746,54.5321637426901, -7.29166666666667
Blaux Kaxpa,96,2773,894,1262,1137,587,51.6270888302551,157,46,2,1,66,19,335,68,267,58,1072,559,52.1455223880597, -6.38541666666667
University of Radugrad players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Hjenax Toxium,64,1669,176,612,589,306,51.9524617996604,0,0,0,0,45,16,638,152,486,72,501,230,45.9081836327345, -2.34375
Zaxkla Kolau,89,2207,179,944,833,387,46.4585834333733,297,62,9,6,67,21,410,96,314,116,817,431,52.7539779681763, -1.23595505617978
Uxku Kibla,109,3571,1115,1565,1391,628,45.1473759884975,495,136,24,15,95,36,449,86,363,138,1661,876,52.739313666466, -2.22935779816514
Ixbla Dazaxka,128,4513,518,1755,1561,692,44.3305573350416,658,195,53,29,143,56,572,123,449,97,2049,1065,51.9765739385066, -1.5234375
Lato Sovku,105,2183,434,1856,1653,767,46.400483968542,540,162,6,4,113,37,421,95,326,69,749,334,44.5927903871829, -2.45714285714286
Hjenax Toxium,64,1669,176,612,589,306,51.9524617996604,0,0,0,0,45,16,638,152,486,72,501,230,45.9081836327345, -2.34375
Blaki Kipafar,96,2307,128,1032,1077,508,47.1680594243268,0,0,24,16,72,19,436,110,326,113,865,452,52.2543352601156, -2.5625
Uxku Kibla,109,3571,1115,1565,1391,628,45.1473759884975,495,136,24,15,95,36,449,86,363,138,1661,876,52.739313666466, -2.22935779816514
Ixbla Dazaxka,128,4513,518,1755,1561,692,44.3305573350416,658,195,53,29,143,56,572,123,449,97,2049,1065,51.9765739385066, -1.5234375
Sovlik Zaxnax,97,3161,944,1469,1309,729,55.6913674560733,0,0,32,11,82,24,405,93,312,57,1277,621,48.6296006264683, -2.3298969072165
Blaki Sovix,64,1392,118,366,389,179,46.0154241645244,0,0,30,8,31,10,378,80,298,57,449,240,53.4521158129176, -3.15625
Naxnoxsoya Krofar,4,15,2,5,5,2,40,1,1,0,0,0,0,2,0,2,2,6,4,66.6666666666667, -0.75
Sovnox Zaxau,102,2276,192,960,969,463,47.781217750258,0,0,44,34,76,24,299,64,235,80,999,522,52.2522522522522, -1.99019607843137
Zaxix Kaxpa,55,1219,217,415,354,162,45.7627118644068,149,44,5,2,28,9,154,30,124,18,568,323,56.8661971830986, -3.61818181818182
Sovlik Zaxnax,97,3161,944,1469,1309,729,55.6913674560733,0,0,32,11,82,24,405,93,312,57,1277,621,48.6296006264683, -2.3298969072165
University of Sagua players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Ǵŕópjó Makŕavamhan,93,1990,134,611,580,304,52.4137931034483,0,0,4,3,45,16,763,206,557,61,577,322,55.8058925476603, -0.795698924731183
Sova Mipjódló,97,2415,128,1101,993,449,45.2165156092649,319,75,13,9,74,18,482,111,371,106,1021,570,55.8276199804114, 1.91752577319588
Vŕá Noq,64,1496,806,909,785,357,45.4777070063694,279,88,32,29,62,17,272,64,208,40,468,239,51.0683760683761, 0.671875
Mhokba Makŕavamhan,32,615,66,489,409,202,49.3887530562347,144,38,2,0,33,6,77,20,57,14,272,147,54.0441176470588, 0.84375
Mónhin Pjagwazwi,85,1568,429,932,766,430,56.135770234987,116,32,0,0,47,19,227,72,155,37,624,308,49.3589743589744, 1.44705882352941
Ǵŕópjó Makŕavamhan,93,1990,134,611,580,304,52.4137931034483,0,0,4,3,45,16,763,206,557,61,577,322,55.8058925476603, -0.795698924731183
Sova Mipjódló,97,2415,128,1101,993,449,45.2165156092649,319,75,13,9,74,18,482,111,371,106,1021,570,55.8276199804114, 1.91752577319588
Vŕá Noq,64,1496,806,909,785,357,45.4777070063694,279,88,32,29,62,17,272,64,208,40,468,239,51.0683760683761, 0.671875
Zlágánan Zlinámhmhozlo,80,1917,418,1086,940,479,50.9574468085106,201,74,6,4,50,27,229,47,182,37,956,530,55.4393305439331, 1.6375
