University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Doran Grabochov	4	63	63	55	48	61	55	19	26	89	26	87	D	19	54.64	-1	1	1	0	0
Other	Pat Grabochov	5	22	22	32	79	101	25	55	35	46	50	54	D	18	53.93	-1	1	1	0	0
University of Aavana	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Brian Perch	1	9	5	14	16	10	22	20	42	7	29	74	F+	19	22.03	-1	1	1	0	0
Other	Xavier Starks	2	17	15	33	14	27	11	6	8	15	34	65	D	18	17.29	-1	1	1	0	0
Other	Matthew Tooli	3	34	38	14	7	7	30	19	26	27	76	96	D	20	23.53	-1	1	1	0	0
Other	Daniel Turner	4	51	57	51	25	12	9	32	21	19	40	54	D	21	26.63	-1	1	1	0	0
Other	Travis Svensson	5	8	11	14	10	22	26	22	8	18	27	72	F+	20	20.48	-1	1	1	0	0
Other	Steve Turner	1	22	26	21	14	8	21	47	40	10	7	58	C	18	26.16	-1	1	1	0	0
Other	Steve Erickson	2	45	39	12	20	7	26	22	8	47	12	78	D+	19	25.46	-1	1	1	0	0
Other	Nathaniel Byrne	3	76	67	75	33	53	63	41	83	73	85	66	D+	19	60.39	-1	1	1	0	0
Other	Yoade Vuchko	4	28	32	39	21	37	51	24	5	70	95	57	D+	19	38.25	-1	1	1	0	0
Other	Xavier Traenfeglia	5	45	30	45	68	95	23	57	16	51	82	84	D+	19	54.46	-1	1	1	0	0
Other	Travis Traenfeglia	1	159	136	34	41	29	46	58	126	42	38	65	C+	22	58.23	-1	1	1	0	0
Other	Matthew McBob	2	42	32	15	15	38	21	58	50	34	35	49	D+	18	35.41	-1	1	1	0	0
Other	Juri Erickson	3	74	80	27	21	66	19	42	32	66	72	72	C+	18	41.84	-1	1	1	0	0
Other	Alex McSteve	4	23	16	34	12	23	42	39	49	57	83	60	D	18	36.37	-1	1	1	0	0
Other	Juri Turner	5	41	28	71	42	98	45	54	24	51	45	95	C	21	58.79	-1	1	1	0	0
University of Floria	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Jesse Lolant	1	61	66	25	15	16	19	21	75	10	92	56	F+	19	28.82	-1	1	1	0	0
Other	Thomas Traenfeglia	2	18	19	14	11	12	19	11	12	34	91	86	D+	18	21.03	-1	1	1	0	0
Other	Jesse Keaton	3	25	20	17	17	14	53	36	29	32	34	50	F+	20	29.63	-1	1	1	0	0
Other	Dimitri Jordanov	4	16	19	35	37	36	30	32	10	21	73	59	F	21	30.64	-1	1	1	0	0
Other	Bob Boyle	5	13	8	9	26	33	22	16	27	15	13	71	D	19	23.24	-1	1	1	0	0
Other	Bob Byrne	1	18	16	17	5	9	27	24	50	37	70	89	C	19	30.39	-1	1	1	0	0
Other	Alex Ebron	2	65	62	25	5	16	43	38	41	48	81	61	F+	21	36.82	-1	1	1	0	0
Other	Zac Fine	3	33	30	51	30	22	17	53	63	35	64	90	D	20	40.61	-1	1	1	0	0
Other	Steve Keaton	4	56	47	41	54	31	46	29	13	67	22	56	D+	20	43.35	-1	1	1	0	0
Other	Stephen Perch	5	17	11	53	68	64	20	29	15	68	25	62	D	20	46.10	-1	1	1	0	0
Other	Daniel Jordanov	1	79	83	17	12	18	44	22	47	57	74	58	F+	19	36.25	-1	1	1	0	0
Other	Jesse Drake	2	71	73	39	22	65	53	44	69	67	50	84	C	21	54.87	-1	1	1	0	0
Other	Matthew Lolant	3	49	46	65	40	46	41	38	49	42	82	84	F+	21	47.04	-1	1	1	0	0
Other	Shadd Tooli	4	93	82	58	28	16	71	78	17	119	59	86	D	19	59.89	-1	1	1	0	0
Other	Alex Turner	5	44	41	18	30	35	31	21	32	16	90	60	D+	18	27.58	-1	1	1	0	0
University of Eirnvse	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Max Erickson	1	43	40	22	14	38	11	17	60	34	20	68	F+	18	30.25	-1	1	1	0	0
Other	Steve Traenfeglia	2	64	56	12	21	24	13	31	26	23	83	75	F	21	24.90	-1	1	1	0	0
Other	Dimitri Boyle	3	48	64	33	37	37	41	19	23	36	36	101	D+	20	36.11	-1	1	1	0	0
Other	Juri Jordanov	4	16	28	40	36	37	37	20	9	73	54	69	C	19	40.07	-1	1	1	0	0
Other	Xavier McBob	5	29	33	41	35	82	28	50	30	23	44	69	D	18	43.90	-1	1	1	0	0
Other	Matthew Tooli	1	92	73	40	26	31	41	56	108	72	92	89	D	21	59.60	-1	1	1	0	0
Other	Brian Boyle	2	61	60	10	34	14	17	39	37	11	10	80	D	18	26.65	-1	1	1	0	0
Other	Matthew McBob	3	31	18	34	31	42	40	11	18	45	93	60	C	21	33.23	-1	1	1	0	0
Other	Asher Tooli	4	80	77	81	45	24	48	44	17	75	72	73	D	20	52.21	-1	1	1	0	0
Other	Johan Boyle	5	54	39	44	67	63	48	49	32	42	109	94	D	21	52.05	-1	1	1	0	0
Other	Thomas Turner	1	47	38	33	9	8	38	38	103	26	30	63	D+	18	41.60	-1	1	1	0	0
Other	Thomas Wilcox	2	33	38	16	10	40	33	30	101	32	43	51	F+	19	41.04	-1	1	1	0	0
Other	Pat Turner	3	31	44	43	20	38	38	28	21	72	55	90	D+	21	41.75	-1	1	1	0	0
Other	Juri Tooli	4	74	72	22	27	21	59	44	21	96	83	60	C	18	44.16	-1	1	1	0	0
Other	Daniel Fine	5	45	24	91	60	95	54	72	38	62	71	78	D+	21	68.52	-1	1	1	0	0
University of Venasul	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Zac Wilcox	1	20	24	21	12	9	35	22	28	15	47	92	C	19	25.24	-1	1	1	0	0
Other	Zac Jordanov	2	48	46	34	6	29	48	27	71	47	87	118	D	21	45.65	-1	1	1	0	0
Other	Stephen Vuchko	3	32	36	41	40	48	38	25	21	51	43	77	D+	19	39.84	-1	1	1	0	0
Other	Yoade Hoover	4	6	7	18	8	12	18	25	14	12	41	76	F	19	17.93	-1	1	1	0	0
Other	Doran Perch	5	11	12	47	37	46	22	24	26	9	92	98	D	20	33.85	-1	1	1	0	0
Other	Dimitri Svensson	1	98	91	43	18	16	53	56	91	53	83	70	D+	20	53.19	-1	1	1	0	0
Other	Asher Vuchko	2	41	41	16	7	23	29	27	12	36	38	80	D	18	26.15	-1	1	1	0	0
Other	Shadd Lolant	3	54	59	53	17	39	30	23	46	59	22	64	D	20	40.36	-1	1	1	0	0
Other	Jesse Drake	4	37	33	21	35	11	20	16	7	31	94	90	C	19	25.46	-1	1	1	0	0
Other	Doran Wells	5	36	32	36	20	68	43	51	13	31	30	68	D+	20	40.95	-1	1	1	0	0
Other	Asher Jordanov	1	78	75	50	20	41	41	62	99	43	45	94	D+	22	55.35	-1	1	1	0	0
Other	Max Drake	2	20	27	8	5	20	5	24	29	8	41	84	C	18	18.50	-1	1	1	0	0
Other	Pat Grabochov	3	42	43	50	44	51	63	63	46	86	45	80	C	18	59.49	-1	1	1	0	0
Other	Thomas Wilcox	4	22	29	26	15	38	13	22	22	22	70	77	D+	21	25.15	-1	1	1	0	0
Other	Jesse Wilcox	5	28	39	37	78	65	12	46	12	76	35	50	D+	21	47.09	-1	1	1	0	0
University of Ncov Ntiajeb	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Bob McBob	1	37	27	21	6	10	29	36	67	33	61	75	C	19	34.61	-1	1	1	0	0
Other	Nathaniel Wilcox	2	56	61	18	9	19	23	30	62	21	87	94	C	20	32.55	-1	1	1	0	0
Other	Stephen Turner	3	18	21	10	19	14	8	33	10	18	7	63	F	19	18.58	-1	1	1	0	0
Other	Travis Atlier	4	34	32	40	17	12	23	18	16	58	61	94	D	21	31.70	-1	1	1	0	0
Other	Steve Turner	5	18	17	48	46	75	37	35	28	41	82	68	D	20	45.87	-1	1	1	0	0
Other	Brian Perch	1	85	86	10	8	16	18	34	94	39	35	50	D+	19	36.56	-1	1	1	0	0
Other	Juri Turner	2	47	51	38	9	15	37	18	43	23	40	66	D	20	30.52	-1	1	1	0	0
Other	Pat Fine	3	69	69	80	17	30	37	35	70	45	46	83	D+	20	46.87	-1	1	1	0	0
Other	Pat McBob	4	38	28	51	57	44	54	38	29	52	89	101	D+	20	49.95	-1	1	1	0	0
Other	Daniel Hoover	5	23	10	69	35	46	45	43	15	38	81	87	D	20	44.61	-1	1	1	0	0
Other	Nathaniel Tooli	1	56	36	40	20	22	21	24	41	41	11	77	C+	18	33.28	-1	1	1	0	0
Other	Quinten Atlier	2	7	8	15	31	5	13	36	19	38	69	75	F+	18	26.07	-1	1	1	0	0
Other	Asher Erickson	3	18	23	12	8	19	9	6	9	22	25	88	F+	18	16.73	-1	1	1	0	0
Other	Asher Fine	4	47	51	111	43	35	61	21	21	33	53	79	C	19	50.00	-1	1	1	0	0
Other	Brian Starks	5	13	13	51	103	74	82	63	25	34	37	57	D+	19	62.60	-1	1	1	0	0
University of Zhiwasen	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Asher Byrne	1	18	26	19	11	14	15	24	27	9	81	78	D	20	20.50	-1	1	1	0	0
Other	Quinten Svensson	2	47	52	18	28	39	43	42	38	22	32	95	C	20	36.22	-1	1	1	0	0
Other	Alex Traenfeglia	3	16	24	39	25	9	22	7	33	27	72	101	C	19	27.27	-1	1	1	0	0
Other	Juri Tooli	4	19	18	30	14	25	25	18	11	19	43	80	D+	20	23.64	-1	1	1	0	0
Other	Jesse Grabochov	5	19	23	7	7	6	22	19	12	21	85	67	D	20	15.95	-1	1	1	0	0
Other	Stephen Byrne	1	82	83	23	25	29	43	50	77	68	48	59	D	22	49.54	-1	1	1	0	0
Other	Thomas Boyle	2	44	45	50	16	17	29	17	63	30	33	97	D+	19	37.39	-1	1	1	0	0
Other	Thomas Keaton	3	31	28	10	29	22	21	20	22	42	47	97	D	21	28.21	-1	1	1	0	0
Other	Max McSteve	4	31	26	23	26	29	56	36	15	37	15	94	C	18	34.87	-1	1	1	0	0
Other	Quinten Byrne	5	15	9	31	36	26	29	36	11	46	45	78	C	19	33.03	-1	1	1	0	0
Other	Steve Erickson	1	37	36	25	12	17	29	60	26	40	13	56	D+	18	33.53	-1	1	1	0	0
Other	Jesse McBob	2	54	65	34	55	32	50	46	60	53	107	49	D	21	48.04	-1	1	1	0	0
Other	Max McSteve	3	52	53	23	18	19	16	51	30	17	50	88	F	21	28.12	-1	1	1	0	0
Other	Brian Fine	4	82	76	35	71	46	50	46	31	85	72	85	D+	20	55.70	-1	1	1	0	0
Other	Daniel Hoover	5	13	8	32	18	58	10	40	17	23	46	81	D+	20	31.92	-1	1	1	0	0
University of Vincent	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Ethanthova	Gerard Kirk	1	42	45	37	12	21	34	25	81	48	55	59	F+	19	40.73	-1	1	1	0	0
Ethanthova	Barry Murtagh	2	85	88	67	8	45	37	90	62	28	47	95	D	18	53.44	-1	1	1	0	0
Ethanthova	William Gilroy	3	66	63	62	21	29	61	36	61	64	35	91	D	19	50.92	-1	1	1	0	0
Ethanthova	Alfred Howe	4	66	70	51	62	36	57	25	24	31	32	99	D	21	45.01	-1	1	1	0	0
Ethanthova	Kamil Spencer	5	24	15	38	9	58	24	21	33	23	69	54	D+	18	30.51	-1	1	1	0	0
Ethanthova	Mitchell Finlayson	1	61	67	48	10	10	28	37	68	72	42	99	D	20	46.81	-1	1	1	0	0
Ethanthova	Eric Spivey	2	108	110	21	16	74	53	79	104	39	48	90	B	18	60.08	-1	1	1	0	0
Ethanthova	Colin Hutchison	3	65	60	60	67	63	62	49	39	39	9	54	C	18	52.45	-1	1	1	0	0
Ethanthova	Bruce Fudge	4	92	74	58	55	37	17	70	35	81	78	65	C	20	53.31	-1	1	1	0	0
Ethanthova	Laurence Brown	5	36	22	37	35	25	23	41	32	55	23	91	D+	19	36.79	-1	1	1	0	0
Ethanthova	Eric Purcell	1	26	19	22	6	10	25	31	23	45	46	81	D	18	28.77	-1	1	1	0	0
Ethanthova	Sean Purcell	2	36	42	30	6	15	5	20	41	44	86	88	F	18	29.15	-1	1	1	0	0
Ethanthova	Barry Bate	3	42	50	29	42	39	36	62	25	38	54	76	C	18	40.41	-1	1	1	0	0
Ethanthova	Oswald Murphy	4	80	86	65	61	25	75	41	10	58	69	74	D	18	51.89	-1	1	1	0	0
Ethanthova	Ivor Roberts	5	16	20	31	20	82	34	25	23	21	41	55	F+	21	36.18	-1	1	1	0	0
University of Boltway	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Ethanthova	Ivor Mack	1	16	11	16	14	19	39	16	26	22	69	78	D+	19	25.23	-1	1	1	0	0
Ethanthova	Dominic Fudge	2	43	43	12	10	19	26	26	21	25	22	92	D+	21	25.21	-1	1	1	0	0
Ethanthova	Owen Varney	3	34	38	60	27	30	37	69	30	34	72	96	D+	20	43.73	-1	1	1	0	0
Ethanthova	Dylan Hutchison	4	9	10	20	21	46	32	38	27	38	80	75	F+	18	32.90	-1	1	1	0	0
Ethanthova	Gerard Fowler	5	65	82	98	66	121	62	45	23	57	14	84	B	19	71.12	-1	1	1	0	0
Ethanthova	Nestor Lavender	1	53	54	16	8	40	31	18	81	12	27	76	D+	19	32.48	-1	1	1	0	0
Ethanthova	Thomas Rooney	2	68	75	49	18	70	49	34	88	109	80	73	B	18	64.03	-1	1	1	0	0
Ethanthova	Neville Alexander	3	79	89	40	41	64	73	73	73	69	12	80	C	19	62.57	-1	1	1	0	0
Ethanthova	Mitchell Palmer	4	61	50	35	45	46	19	41	11	70	47	65	D	20	42.01	-1	1	1	0	0
Ethanthova	Jack Gilroy	5	47	33	38	70	128	67	76	27	30	48	79	F+	21	66.54	-1	1	1	0	0
Ethanthova	Laurence Lunn	1	39	72	22	28	15	23	43	109	85	56	91	D	21	54.13	-1	1	1	0	0
Ethanthova	Stan Jervis	2	50	45	25	16	13	38	40	16	51	55	59	C+	18	32.91	-1	1	1	0	0
Ethanthova	Bransby Harries	3	41	41	22	26	14	18	25	30	37	68	72	F+	18	27.61	-1	1	1	0	0
Ethanthova	Conor Vickers	4	71	61	78	45	10	35	36	18	30	62	66	F+	19	39.65	-1	1	1	0	0
Ethanthova	Desmond Bowyer	5	27	28	45	50	97	12	39	16	9	46	94	C+	18	43.86	-1	1	1	0	0
University of Vigim	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Ethanthova	Neville Mortlock	1	120	110	28	18	23	57	41	70	45	78	63	C	19	45.54	-1	1	1	0	0
Ethanthova	Carlos Hollingsworth	2	68	81	42	30	48	63	69	47	38	83	67	C	19	50.44	-1	1	1	0	0
Ethanthova	Anthony Berry	3	30	31	59	45	43	36	44	27	57	11	91	D+	21	46.95	-1	1	1	0	0
Ethanthova	Oisín James	4	12	16	31	27	7	6	19	12	50	48	48	D	19	24.94	-1	1	1	0	0
Ethanthova	Wilbert Gilroy	5	10	8	39	56	25	23	22	14	13	79	82	D+	21	30.40	-1	1	1	0	0
Ethanthova	Ernie Chandler	1	48	44	18	13	8	26	60	85	54	55	49	D	20	43.21	-1	1	1	0	0
Ethanthova	Conor Bowyer	2	52	40	42	41	46	60	87	98	43	17	81	C+	18	63.09	-1	1	1	0	0
Ethanthova	Henry Spicer	3	64	37	67	18	45	54	69	28	105	46	108	C	20	61.04	-1	1	1	0	0
Ethanthova	Bransby Vickers	4	79	58	89	66	50	84	71	36	123	33	81	C	19	77.16	-1	1	1	0	0
Ethanthova	Conor Newton	5	13	11	61	45	47	19	64	16	17	97	85	D+	18	41.81	-1	1	1	0	0
Ethanthova	Stan Purcell	1	86	83	26	16	24	49	64	104	36	14	82	F+	21	51.78	-1	1	1	0	0
Ethanthova	Phil Mack	2	120	108	57	61	29	62	51	33	77	25	71	C	19	55.54	-1	1	1	0	0
Ethanthova	Rusty Berry	3	16	24	49	28	27	31	48	16	53	78	82	F+	18	39.28	-1	1	1	0	0
Ethanthova	Mitchell Murphy	4	49	53	47	47	46	63	63	26	101	73	58	C	18	57.73	-1	1	1	0	0
Ethanthova	Michael Miller	5	64	68	25	43	96	43	53	66	26	36	85	D+	19	51.85	-1	1	1	0	0
University of Arinis	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Ethanthova	Thomas Brown	1	56	79	26	17	12	38	61	111	57	55	61	D	19	52.43	-1	1	1	0	0
Ethanthova	William Pool	2	101	97	26	14	60	52	35	46	69	89	83	C	19	47.76	-1	1	1	0	0
Ethanthova	Bruce Alexander	3	12	15	22	5	7	13	6	17	36	82	81	D	18	19.81	-1	1	1	0	0
Ethanthova	Oswald Purcell	4	20	9	46	33	20	24	22	15	31	78	52	D+	20	29.59	-1	1	1	0	0
Ethanthova	Malcolm Bowyer	5	68	71	42	59	81	71	32	35	67	14	52	C	19	55.46	-1	1	1	0	0
Ethanthova	Michael Spivey	1	83	91	40	9	15	42	54	96	51	98	70	C+	21	50.38	-1	1	1	0	0
Ethanthova	Greg Miller	2	36	27	14	13	35	44	29	33	49	26	63	D+	18	34.54	-1	1	1	0	0
Ethanthova	Barney Harris	3	27	25	46	28	37	25	24	44	43	88	82	D+	21	37.37	-1	1	1	0	0
Ethanthova	Iggy Rooney	4	65	68	35	24	26	68	35	21	100	61	94	D	19	48.80	-1	1	1	0	0
Ethanthova	Iggy Conway	5	52	60	70	99	134	27	54	31	67	90	83	D+	19	71.49	-1	1	1	0	0
Ethanthova	Barney Wade	1	48	39	17	18	15	22	12	94	27	70	48	D+	18	32.41	-1	1	1	0	0
Ethanthova	Barry Pool	2	87	79	19	11	50	102	76	44	55	63	67	D	18	56.26	-1	1	1	0	0
Ethanthova	Greg Elliott	3	49	43	60	51	61	56	44	40	66	46	98	C+	21	56.11	-1	1	1	0	0
Ethanthova	Oswald Miller	4	72	52	49	50	50	61	58	12	80	68	74	C+	21	54.73	-1	1	1	0	0
Ethanthova	Hamish Adams	5	24	19	35	62	36	30	31	26	50	82	83	D	18	39.96	-1	1	1	0	0
Naskitrusk University	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Dotruga	Atusosa Besedoxek	1	100	97	33	23	30	51	30	150	62	48	116	C	21	62.41	-1	1	1	0	0
Dotruga	Dugaro Bexoxek	2	59	59	34	30	26	36	26	73	48	68	71	D	19	43.10	-1	1	1	0	0
Dotruga	Omumbisei Gibuni	3	61	31	73	34	97	45	46	40	66	51	56	C+	20	56.59	-1	1	1	0	0
Dotruga	Okasei Bexote	4	39	39	33	42	50	33	57	14	54	79	83	D	20	43.50	-1	1	1	0	0
Dotruga	Omeri Besedoxek	5	58	52	67	41	93	59	36	12	48	96	103	C	20	56.25	-1	1	1	0	0
Dotruga	Melebin Bexoxek	1	139	103	47	9	38	77	89	136	61	52	58	D	21	71.66	-1	1	1	0	0
Dotruga	Ulatrusiei Alodosaxek	2	56	58	34	21	21	27	68	18	59	96	102	D+	18	41.79	-1	1	1	0	0
Dotruga	Iklo Xiahelvi	3	22	16	50	11	22	22	26	40	20	35	83	D	18	29.66	-1	1	1	0	0
Dotruga	Ajanis Mesiaertoxek	4	68	72	57	57	31	9	49	7	103	13	81	D	18	51.46	-1	1	1	0	0
Dotruga	Alotru Hiemeta	5	30	29	43	112	115	35	60	27	88	8	97	C+	18	70.92	-1	1	1	0	0
Dotruga	Alumbi Hersa	1	57	60	6	16	29	46	57	101	40	73	73	C+	18	47.68	-1	1	1	0	0
Dotruga	Atumundikeili Mesiadotsei	2	13	23	31	13	13	44	25	29	37	67	68	D+	18	31.80	-1	1	1	0	0
Dotruga	Pergo Olamosei	3	24	18	31	6	26	34	32	34	25	88	45	D	18	27.56	-1	1	1	0	0
Dotruga	Ajanis Mesiaertoxek	4	115	102	57	36	34	51	114	27	92	56	76	C+	20	61.06	-1	1	1	0	0
Dotruga	Alubembi Olalomundi	5	53	69	72	73	119	83	52	24	53	97	86	C	19	71.85	-1	1	1	0	0
Stedro Institute of Technology	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Dotruga	Omeli Sensoi	1	80	79	22	18	42	56	56	75	38	76	79	C+	20	48.12	-1	1	1	0	0
Dotruga	Alukeili Elodosu	2	52	34	25	8	34	40	41	52	33	41	98	C	19	39.24	-1	1	1	0	0
Dotruga	Iklo Besealerko	3	15	19	52	34	26	93	57	15	14	44	83	C	19	42.64	-1	1	1	0	0
Dotruga	Eben Hadosadolsei	4	39	37	25	45	41	23	11	21	55	86	62	D+	20	34.63	-1	1	1	0	0
Dotruga	Xepseli Amodetsei	5	47	31	24	40	45	54	38	20	47	22	77	F+	20	40.78	-1	1	1	0	0
Dotruga	Alombi Gagodo	1	71	76	10	15	43	59	88	77	36	56	105	B	18	53.40	-1	1	1	0	0
Dotruga	Hivek Alodosaxek	2	122	87	46	30	34	86	22	85	73	16	54	C	21	58.73	-1	1	1	0	0
Dotruga	Kiromibakeili Alulomundi	3	58	51	19	11	19	50	32	29	36	79	77	D	18	31.54	-1	1	1	0	0
Dotruga	Atumbi Olamosei	4	101	111	81	49	16	52	50	23	112	53	84	C	19	60.68	-1	1	1	0	0
Dotruga	Gorga Sensoi	5	37	34	44	26	102	11	48	19	75	13	66	D	19	48.62	-1	1	1	0	0
Dotruga	Sagolnasei Sensoi	1	115	119	30	6	27	36	57	116	63	56	97	B	18	56.55	-1	1	1	0	0
Dotruga	Alumobei Bexomos	2	74	74	36	18	65	71	70	77	36	89	94	C	18	57.47	-1	1	1	0	0
Dotruga	Hevek Elomos	3	44	41	21	25	22	38	25	14	47	18	96	D+	18	32.30	-1	1	1	0	0
Dotruga	Danobamobesa Alolapo	4	63	66	54	18	38	25	43	25	42	31	58	D	18	36.82	-1	1	1	0	0
Dotruga	Sagolnasei Bexek	5	44	37	48	46	90	52	21	32	41	31	87	C	21	50.19	-1	1	1	0	0
Esmal District University	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Dotruga	Danombi Fanalapodotsei	1	108	112	30	9	7	56	34	44	48	34	78	D	18	39.95	-1	1	1	0	0
Dotruga	Afalna Gagolomundi	2	86	76	59	8	10	40	42	78	43	95	112	D+	21	49.37	-1	1	1	0	0
Dotruga	Alotru Xahelvi	3	42	51	9	11	28	20	33	33	36	39	89	F+	20	28.35	-1	1	1	0	0
Dotruga	Bob Beselapo	4	61	47	80	46	57	46	58	38	86	52	57	B	18	59.97	-1	1	1	0	0
Dotruga	Atumobei Kavolapoxek	5	29	26	16	40	12	63	9	17	28	78	66	D+	19	28.16	-1	1	1	0	0
Dotruga	Kaliso Besealerko	1	118	118	36	13	37	77	56	87	49	92	63	D+	20	55.75	-1	1	1	0	0
Dotruga	Eben Sensoi	2	43	52	10	19	11	25	34	23	40	12	85	D+	18	28.88	-1	1	1	0	0
Dotruga	Danomobei Bexomos	3	20	18	34	43	29	27	24	9	35	88	46	D	18	29.40	-1	1	1	0	0
Dotruga	Xolin Alumosvek	4	69	75	74	42	43	42	40	18	67	72	65	D	21	50.04	-1	1	1	0	0
Dotruga	Danomobei Hersa	5	24	21	32	70	66	19	46	27	49	38	54	D	21	44.55	-1	1	1	0	0
Dotruga	Kibibei Asodosa	1	80	76	23	15	29	40	52	74	42	24	70	C	18	44.08	-1	1	1	0	0
Dotruga	Eben Hersa	2	56	54	24	20	24	68	42	62	45	79	94	C+	18	47.40	-1	1	1	0	0
Dotruga	Alotra Elolapo	3	30	24	72	41	32	38	33	37	25	41	74	C	19	40.28	-1	1	1	0	0
Dotruga	Kiro Kixidosu	4	41	55	57	26	39	89	59	39	104	81	108	D	21	62.04	-1	1	1	0	0
Dotruga	Alomundi Gibuni	5	39	27	73	91	86	25	39	45	53	30	80	D+	21	59.30	-1	1	1	0	0
Atresmi University	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Dotruga	Masdali Tuvek	1	84	73	31	12	8	28	26	24	49	47	60	D+	19	30.40	-1	1	1	0	0
Dotruga	Dasarbi Bexoxek	2	97	81	41	34	35	48	78	85	31	56	91	D+	20	55.45	-1	1	1	0	0
Dotruga	Danombi Hialerko	3	73	77	56	32	33	30	56	55	97	41	65	C	21	54.23	-1	1	1	0	0
Dotruga	Kibisei Osamobek	4	50	39	67	50	37	19	38	31	52	12	97	D+	19	46.51	-1	1	1	0	0
Dotruga	Sagotru Hersa	5	6	11	29	29	59	22	15	15	10	57	85	F	21	29.89	-1	1	1	0	0
Dotruga	Alokeili Besealerko	1	55	52	25	12	6	33	63	68	21	71	87	D	18	39.04	-1	1	1	0	0
Dotruga	Dugaro Himadosadetsei	2	107	101	50	25	61	37	94	63	108	78	98	D+	21	69.03	-1	1	1	0	0
Dotruga	Dano Beseikodetsei	3	61	64	52	23	47	49	86	79	93	95	95	D+	21	64.22	-1	1	1	0	0
Dotruga	Amagolet Aludosalomundi	4	63	73	79	42	38	72	51	20	38	89	76	C	19	50.90	-1	1	1	0	0
Dotruga	Danombi Alumosvek	5	46	45	42	54	106	40	23	24	63	15	58	C+	18	52.00	-1	1	1	0	0
Dotruga	Alomiba Besemosodo	1	69	64	28	25	23	105	31	95	31	90	92	C	19	54.22	-1	1	1	0	0
Dotruga	Dasarbi Hadosadolsei	2	84	82	50	57	59	85	86	144	94	75	81	C	20	86.96	-1	1	1	0	0
Dotruga	Sagosiei Keget	3	66	55	53	37	55	111	92	41	91	31	92	C+	19	71.15	-1	1	1	0	0
Dotruga	Iklo Alodetsei	4	72	57	82	40	44	38	40	13	73	70	95	C+	20	52.87	-1	1	1	0	0
Dotruga	Alokeili Hersa	5	39	39	79	123	84	48	51	19	72	77	96	C+	20	70.35	-1	1	1	0	0
University of Herelle	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
